start_S_H,start_S_W,start_S_A,end_S_H,end_S_W,end_S_A
0.725,0.07,0.205,0.3323320357284418,0.6676679642715583,0.0
0.725,0.105,0.17,0.3323320357284418,0.6676679642715583,0.0
0.72,0.14,0.14,0.3323320357284423,0.6676679642715578,0.0
0.725,0.17,0.105,0.33233203572844283,0.6676679642715572,0.0
0.725,0.205,0.07,0.3323320357284418,0.6676679642715583,0.0
0.725,0.24,0.035,0.33233203572844255,0.6676679642715575,0.0
0.725,0.275,0.0,0.3323320357284423,0.6676679642715578,0.0
0.76,0.0,0.24,1.0,0.0,0.0
0.76,0.035,0.205,0.33233203572844155,0.6676679642715585,0.0
0.76,0.07,0.17,0.33233203572844155,0.6676679642715585,0.0
0.755,0.105,0.14,0.3323320357284413,0.6676679642715588,0.0
0.755,0.14,0.105,0.3323320357284413,0.6676679642715588,0.0
0.76,0.17,0.07,0.3323320357284423,0.6676679642715578,0.0
0.76,0.205,0.035,0.33532771064277767,0.6646722893572223,0.0
0.76,0.24,0.0,0.33233203572844155,0.6676679642715585,0.0
0.795,0.0,0.205,1.0,0.0,0.0
0.795,0.035,0.17,0.3353277106427772,0.6646722893572229,0.0
0.79,0.07,0.14,0.33532771064277817,0.6646722893572219,0.0
0.79,0.105,0.105,0.3353277106427775,0.6646722893572226,0.0
0.79,0.14,0.07,0.3323320357284423,0.6676679642715578,0.0
0.795,0.17,0.035,0.3353277106427775,0.6646722893572226,0.0
0.795,0.205,0.0,0.3323320357284423,0.6676679642715578,0.0
0.83,0.0,0.17,1.0,0.0,0.0
0.825,0.035,0.14,0.3353277106427772,0.6646722893572229,0.0
0.825,0.07,0.105,0.3323320357284423,0.6676679642715578,0.0
0.825,0.105,0.07,0.3323320357284413,0.6676679642715588,0.0
0.825,0.14,0.035,0.3353277106427772,0.6646722893572229,0.0
0.83,0.17,0.0,0.3323320357284418,0.6676679642715583,0.0
0.86,0.0,0.14,1.0,0.0,0.0
0.86,0.035,0.105,0.3323320357284413,0.6676679642715588,0.0
0.86,0.07,0.07,0.33532771064277767,0.6646722893572223,0.0
0.86,0.105,0.035,0.3353277106427775,0.6646722893572226,0.0
0.86,0.14,0.0,0.3323320357284418,0.6676679642715583,0.0
0.895,0.0,0.105,1.0,0.0,0.0
0.895,0.035,0.07,0.33233203572844255,0.6676679642715575,0.0
0.895,0.07,0.035,0.33532771064277817,0.6646722893572219,0.0
0.895,0.105,0.0,0.33233203572844205,0.6676679642715581,0.0
0.93,0.0,0.07,1.0,0.0,0.0
0.93,0.035,0.035,0.335327710642778,0.6646722893572221,0.0
0.93,0.07,0.0,0.335327710642778,0.6646722893572221,0.0
0.965,0.0,0.035,1.0,0.0,0.0
0.965,0.035,0.0,0.33532771064277767,0.6646722893572223,0.0
1.0,0.0,0.0,1.0,0.0,0.0
